scraped_at,player_name,player_page_url,age_if_found
2026-04-16T14:33:50Z,Marko Topo,https://www.tennisabstract.com/cgi-bin/player.cgi?p=209916/Marko-Topo,
2026-04-16T14:33:50Z,Martin Landaluce,https://www.tennisabstract.com/cgi-bin/player.cgi?p=212021/Martin-Landaluce,
2026-04-16T14:33:50Z,Miomir Kecmanovic,https://www.tennisabstract.com/cgi-bin/player.cgi?p=200175/Miomir-Kecmanovic,
2026-04-16T14:33:50Z,Nuno Borges,https://www.tennisabstract.com/cgi-bin/player.cgi?p=132686/Nuno-Borges,
2026-04-16T14:33:50Z,Otto Virtanen,https://www.tennisabstract.com/cgi-bin/player.cgi?p=202261/Otto-Virtanen,
2026-04-16T14:33:50Z,Pedro Martinez,https://www.tennisabstract.com/cgi-bin/player.cgi?p=124079/Pedro-Martinez,
2026-04-16T14:33:50Z,Rafael Jodar,https://www.tennisabstract.com/cgi-bin/player.cgi?p=212588/Rafael-Jodar,
2026-04-16T14:33:50Z,Reilly Opelka,https://www.tennisabstract.com/cgi-bin/player.cgi?p=124187/Reilly-Opelka,
2026-04-16T14:33:50Z,Sebastian Baez,https://www.tennisabstract.com/cgi-bin/player.cgi?p=202104/Sebastian-Baez,
2026-04-16T14:33:50Z,Sebastian Ofner,https://www.tennisabstract.com/cgi-bin/player.cgi?p=124116/Sebastian-Ofner,
2026-04-16T14:33:50Z,Stan Wawrinka,https://www.tennisabstract.com/cgi-bin/player.cgi?p=104527/Stan-Wawrinka,
2026-04-16T14:33:50Z,Stefanos Tsitsipas,https://www.tennisabstract.com/cgi-bin/player.cgi?p=126774/Stefanos-Tsitsipas,
2026-04-16T14:33:50Z,Sumit Nagal,https://www.tennisabstract.com/cgi-bin/player.cgi?p=111576/Sumit-Nagal,
2026-04-16T14:33:50Z,Tallon Griekspoor,https://www.tennisabstract.com/cgi-bin/player.cgi?p=134868/Tallon-Griekspoor,
2026-04-16T14:33:50Z,Terence Atmane,https://www.tennisabstract.com/cgi-bin/player.cgi?p=209279/Terence-Atmane,
2026-04-16T14:33:50Z,Tomas Machac,https://www.tennisabstract.com/cgi-bin/player.cgi?p=207830/Tomas-Machac,
2026-04-16T14:33:50Z,Tomas Martin Etcheverry,https://www.tennisabstract.com/cgi-bin/player.cgi?p=144869/Tomas-Martin-Etcheverry,
2026-04-16T14:33:50Z,Vit Kopriva,https://www.tennisabstract.com/cgi-bin/player.cgi?p=200240/Vit-Kopriva,
2026-04-16T14:33:50Z,Vitaliy Sachko,https://www.tennisabstract.com/cgi-bin/player.cgi?p=126964/Vitaliy-Sachko,
2026-04-16T14:33:50Z,Yannick Hanfmann,https://www.tennisabstract.com/cgi-bin/player.cgi?p=105870/Yannick-Hanfmann,
2026-04-16T14:33:50Z,Zhizhen Zhang,https://www.tennisabstract.com/cgi-bin/player.cgi?p=111190/Zhizhen-Zhang,
2026-04-16T14:33:50Z,Zizou Bergs,https://www.tennisabstract.com/cgi-bin/player.cgi?p=200267/Zizou-Bergs,
